,gameplay/Achievements.txt,gameplay/Advanced_redstone_circuits.txt,gameplay/Adventure.txt,gameplay/Altitude.txt,gameplay/Ambience.txt,gameplay/Amplified.txt,gameplay/Basic_Logic_Gates.txt,gameplay/block-generators.txt,gameplay/Blocking.txt,gameplay/Block_update_detector.txt,gameplay/Breaking.txt,gameplay/Breeding.txt,gameplay/brewing.txt,gameplay/cactus-farming.txt,gameplay/Chunks.txt,gameplay/Classic.txt,gameplay/Clock_circuit.txt,gameplay/Comparator_update_detector.txt,gameplay/Coordinates.txt,gameplay/Crafting.txt,gameplay/Creative.txt,gameplay/Crop_farming.txt,gameplay/Customized.txt,gameplay/Damage.txt,gameplay/Day-night_cycle.txt,gameplay/Debug_mode.txt,gameplay/Demo_mode.txt,gameplay/diamond-farming.txt,gameplay/Difficulty.txt,gameplay/Dimensions.txt,gameplay/dispenser-traps.txt,gameplay/Dyeing.txt,gameplay/egg-farming.txt,gameplay/enchanting.txt,gameplay/End_Portal.txt,gameplay/Fishing.txt,gameplay/Flying.txt,gameplay/food-and-cooking.txt,gameplay/Food.txt,gameplay/Gameplay.txt,gameplay/Hardcore.txt,gameplay/Hardcore_Mode.txt,gameplay/Heads-up_display.txt,gameplay/Health.txt,gameplay/Hunger.txt,gameplay/Inventory.txt,gameplay/Item_durability.txt,gameplay/Item_repair.txt,gameplay/Large_biomes.txt,gameplay/latches.txt,gameplay/Light.txt,gameplay/List_of_redstone_components.txt,gameplay/logic-gates.txt,gameplay/Logic_circuit.txt,gameplay/main.txt,gameplay/Mechanisms.txt,gameplay/Memory_circuit.txt,gameplay/Minecraft.txt,gameplay/Miscellaneous_circuits.txt,gameplay/mob-farms.txt,gameplay/mob-fishing.txt,gameplay/monostable-circuits.txt,gameplay/Moon.txt,gameplay/Multiplayer.txt,gameplay/Music.txt,gameplay/Opacity.txt,gameplay/Piston_circuits.txt,gameplay/Pulse_circuit.txt,gameplay/pumpkin-and-melon-farming.txt,gameplay/Quasi-connectivity.txt,gameplay/Rain.txt,gameplay/Redstone_circuit.txt,gameplay/Redstone_schematics.txt,gameplay/Smelting.txt,gameplay/Sneaking.txt,gameplay/Snowfall.txt,gameplay/South-east_rule.txt,gameplay/Spawn.txt,gameplay/Spectator.txt,gameplay/Sprinting.txt,gameplay/Status_effect.txt,gameplay/sugar-cane-farming.txt,gameplay/Sun.txt,gameplay/Superflat.txt,gameplay/Survival.txt,gameplay/Survival_Mode.txt,gameplay/The_Player.txt,gameplay/Third_person_view.txt,gameplay/Thunderstorm.txt,gameplay/tnt-traps.txt,gameplay/Trading.txt,gameplay/Transmission_circuit.txt,gameplay/Transportation.txt,gameplay/tree-farming.txt,gameplay/Units_of_measure.txt,gameplay/Weather.txt,gameplay/World_border.txt,gameplay/World_boundary.txt,gameplay/Zombie_siege.txt
behind,0.0,0.0007440483556074214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024213099029936425,0.0,0.0015830247134576586,0.0,0.0008959605929714587,0.011616965974143124,0.0,0.0,0.0,0.000899390763694933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003858189429368702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007250644057935696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009656927958774316,0.0,0.0,0.0,0.0014956761511700967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636796598423402,0.0,0.0011694069730608676,0.0,0.0,0.0,0.0005809121352055304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016621759491305413,0.0,0.012119735209481506,0.0,0.0012758193382175044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
level,0.0,0.0003817441923505551,0.0,0.0020043686197031363,0.005794681073628938,0.001883271348929405,0.0007231761979888916,0.0,0.0,0.0010478789576732392,0.004062787629151077,0.0,0.00041409539509212754,0.0,0.00040609624774758064,0.0031171387844348775,0.000344763633671287,0.0,0.003885258943350062,0.0,0.0,0.002999390816059083,0.0015532134836531175,0.0007132853083793644,0.0036499471634701794,0.0008609240452248709,0.0,0.0034415110944902836,0.0,0.0,0.0,0.0,0.0,0.018970728045178284,0.0013101018079508906,0.003913291114658504,0.0039647817872198,0.0,0.009019658788664113,0.0014627350282946836,0.0011619154852006612,0.0,0.0016865116557576762,0.004873154972970968,0.021688345669052648,0.0,0.0016525964305047795,0.001180117816561507,0.0,0.0,0.01668972951274288,0.0018579821474776262,0.002237550117539887,0.0017641886172640798,0.0,0.0011510656801605873,0.0007625223513168405,0.0005817054359627506,0.01197567421883314,0.0005107176539469573,0.0,0.0,0.005078484536438845,0.0010511281947512957,0.0,0.003692688919469422,0.0003525624990195454,0.0010999637967198295,0.0,0.0,0.0025754138105017507,0.0011921796867604543,0.0,0.0,0.002605101577769782,0.0025392422682194225,0.0,0.004018836310697011,0.0,0.002497155379795896,0.012625282786118916,0.0,0.0024564408899079198,0.0,0.0,0.0008642162977878723,0.001896441078642198,0.008528021202699193,0.0030539535388044406,0.0,0.0,0.0013091531462507088,0.0020482709535183862,0.0005772479230434958,0.0,0.003558937982228797,0.0,0.00036597985728182767,0.0026431878581465334
principl,0.0,0.0011838515122071516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004332859939577333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006161231606387989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011898813161742507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012404249473037764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blue,0.0,0.0009681312319005678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052701948440012514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009256533339733019,0.0,0.0,0.017455848404623435,0.0,0.0,0.0,0.02605153133114255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001727607202065218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006531438054531466,0.0,0.0,0.0,0.0,0.012879408747980586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006412684635358166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
area,0.0,0.00047693578857046603,0.0,0.0,0.0020684687680125706,0.0,0.0,0.0022678392516764325,0.0,0.0,0.0,0.0,0.0,0.0,0.00405888211081712,0.0,0.0,0.0,0.0,0.0,0.0,0.0011530208752780638,0.0,0.0005940999196921954,0.004560096691796219,0.0,0.0,0.0,0.0,0.0,0.0008243678447699733,0.0,0.007579758035804453,0.000752421017544879,0.0016367883294708166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004214119206473371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017021611866388296,0.00030950505544940083,0.0,0.0,0.0,0.0,0.0009526646540150682,0.0,0.0009652854250725329,0.002552280106971443,0.0068655559108502335,0.0,0.0,0.0,0.0,0.007381594427025252,0.0,0.0,0.0048575653648811334,0.0,0.0032176180835751097,0.00037236529750572485,0.0,0.0,0.0,0.0,0.00957105040114291,0.01205033257381597,0.0,0.0,0.0,0.0,0.003068978117757781,0.0,0.0,0.0,0.0,0.0,0.002543657539042485,0.001942190795072852,0.0,0.0,0.0,0.0014423805202233252,0.0,0.0,0.0023676812313099863,0.0018289618580321675,0.0022015281624461276
k,0.0,0.0014765656931868584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017696368931926512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sort,0.0,0.0021247283010597585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003837800623119381,0.0,0.0,0.0,0.0,0.0012841645270315232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00414444531870635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002122039905908692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019623075728976242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006836082359931397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0s,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bright,0.0,0.0011838515122071516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012841779115467407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048588763195817855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005249738541023474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019603918747598146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in-,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truth,0.0,0.0014765656931868584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001474697410993876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three-bit,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label,0.0,0.0012608454128802745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062962503958255795,0.0,0.002551864904017513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025068698049542314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9th,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11th,0.0,0.0014765656931868584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001839299085463693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
side,0.0,0.00041562581819694496,0.0,0.0,0.0,0.0,0.00314944619996917,0.017786782002837932,0.0,0.005324121763858237,0.0,0.0,0.0,0.0,0.001768556940683496,0.0,0.0015014522311065836,0.0,0.0,0.0011457531286267351,0.0,0.0020096006891074337,0.0,0.0,0.0013246324865280829,0.0,0.0,0.014987846763812674,0.0,0.0,0.003591977874052429,0.0,0.003302691065403911,0.0,0.0014263796195512545,0.0,0.0,0.0,0.0,0.0,0.0,0.004050213734528254,0.003672395289143155,0.0013264177055126222,0.0,0.0,0.0,0.0,0.0,0.0,0.0007416744065488814,0.006742956546248052,0.0,0.0038415376170584134,0.0,0.0033419420627856214,0.002905699520216178,0.0,0.0008411982371712526,0.002224185169469753,0.0,0.0,0.0,0.0022888417150938732,0.0,0.003216346200948907,0.001535416439142536,0.0021774379148016935,0.002116563306430894,0.00139702191269037,0.0,0.0006489956725950317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003441265515700579,0.0,0.0,0.0076163520528059235,0.0,0.008195743867588126,0.0,0.002513925766258916,0.0,0.0,0.012379898584784473,0.011156945040376615,0.0
bridg,0.0,0.001355078331509586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013619802584952034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034853281922679574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cobbleston,0.0,0.000891137331227445,0.0,0.009357929935018135,0.0,0.0,0.0,0.046611134947414624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009702129656765928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022201085747991472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017348971227842608,0.0,0.0,0.0,0.0026870286931408188,0.0,0.0,0.001803601025937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017717994965126694,0.0,0.0,0.0,0.0,0.0,0.001814456750083052,0.0,0.0,0.0,0.0,0.0,0.005538617323744329,0.0,0.0,0.0
boost,0.0,0.0008260399157598528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008960432984513657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003556477310035148,0.0,0.0,0.0,0.0,0.0,0.002636202857842765,0.0,0.0,0.003575982670053622,0.0,0.0,0.0,0.0,0.0010721088081772166,0.0,0.0,0.0,0.0008302472497959811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025965431688309707,0.0,0.0,0.0,0.0006449266470555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021855447156640576,0.0,0.0,0.0,0.004877961397803819,0.0,0.001367875888475057,0.0,0.0,0.0,0.0,0.0014164102248510725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meet,0.0,0.000927882000564282,0.0,0.0,0.0,0.0,0.0,0.004412097544851846,0.0,0.0,0.0,0.0,0.0,0.0,0.001974146071281419,0.0,0.0,0.0,0.0,0.0,0.0,0.001121605195169076,0.0,0.001155825658777601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009326080548965278,0.0,0.0,0.0,0.002482739635408158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014488787189820109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008402388441056289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003558258424835983,0.0
adjec,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continu,0.0,0.0011292426622576926,0.0,0.0,0.0,0.0,0.0021392372993809727,0.0,0.0,0.0,0.0,0.001630516234284278,0.0006124705964787485,0.0,0.0012012788069300161,0.0,0.0013597999614676916,0.0,0.0,0.0,0.0,0.002047508900632631,0.0,0.0,0.0017994930176488666,0.002546711070691634,0.0,0.0033934601830281925,0.0,0.0,0.0009759294249000787,0.0,0.0,0.0,0.0,0.0,0.00586413733382942,0.0,0.0,0.0,0.0,0.0,0.0,0.0018019182103950241,0.0,0.002202674319790952,0.0,0.0,0.0,0.0,0.0,0.0003664081425357928,0.0,0.0031312021360962714,0.0,0.0,0.0005639069220215554,0.0,0.0,0.0015107608046475796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005916032354482779,0.0,0.0,0.0,0.0,0.0,0.0061331344592344406,0.0,0.0,0.0,0.0,0.0,0.0,0.0037347019891427594,0.0,0.0,0.0,0.0033342227234740844,0.0025564499275585236,0.0,0.0,0.0,0.0,0.0,0.0014522338654378436,0.0,0.0,0.0,0.0,0.0,0.0,0.0026062832594797424
fill,0.0,0.0005333257347801461,0.0,0.0,0.0023130317581673736,0.0,0.0,0.0,0.0,0.0009759778515914884,0.0,0.0,0.005206705478531596,0.0,0.001134694824761353,0.0,0.0016055369183312815,0.0027756381098008485,0.0,0.0,0.0018599636818253107,0.0012893469524853354,0.0,0.0006643426301732699,0.0,0.004811106056988137,0.0,0.0,0.0,0.0,0.002765508043706685,0.0,0.004237970939461027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004848043531513958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010720843293373396,0.0,0.0016253736679013977,0.0,0.0,0.0038386484497245775,0.0,0.0,0.0,0.0,0.006190761470389147,0.0,0.0,0.0027159469676545935,0.0,0.0035980494015936926,0.0,0.0,0.00868978444926183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004829504168104726,0.000883157580391179,0.0,0.0,0.0010859117282539861,0.0,0.0,0.0,0.001612918697266138,0.0,0.003314738425090252,0.0,0.003067810542411464,0.0
satisfi,0.0,0.0011187540967395595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067238824900489255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038533959288425845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008734618203360623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00889742972654669,0.0,0.0,0.0,0.0,0.0,0.006833730957212236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left-ov,0.0,0.0016477925124892927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send,0.0,0.0031876176503925335,0.0,0.0,0.0,0.0,0.0030193114384518076,0.0,0.0,0.001458322758139397,0.0,0.0,0.0,0.008204650647966868,0.0,0.0,0.00047980413146005076,0.0,0.0,0.0,0.0,0.0,0.0,0.000992672093125923,0.0,0.0,0.0,0.0,0.0,0.0,0.0027548462029669775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006217692418558088,0.0,0.0,0.0,0.0,0.0,0.0,0.046709644778029205,0.0014731222865202028,0.0,0.0008009633484857299,0.0007958960982844284,0.0,0.0,0.0,0.0,0.03664212910742485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065071367208013094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
